,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
4521,67.0,69.0,70.0,66.0,68.0,199584,67.0,69.0,69.0,68.0,70.0,66.0,67.0,66.0,66.0,70.0,CM CDM ,67.0,69.0,69.0,68.0,70.0,66.0,67.0,66.0,66.0,70.0,66.0
4522,67.0,33.0,44.0,67.0,60.0,225440,67.0,45.0,33.0,60.0,44.0,67.0,70.0,64.0,69.0,50.0,CAM LM ,67.0,45.0,33.0,60.0,44.0,67.0,70.0,64.0,69.0,50.0,64.0
4523,68.0,67.0,65.0,70.0,65.0,230560,68.0,70.0,67.0,65.0,65.0,70.0,70.0,70.0,71.0,70.0,RM RB ,68.0,70.0,67.0,65.0,65.0,70.0,70.0,70.0,71.0,70.0,70.0
4524,70.0,48.0,60.0,68.0,69.0,198817,70.0,55.0,48.0,69.0,60.0,68.0,70.0,61.0,69.0,59.0,LM CM RM ,70.0,55.0,48.0,69.0,60.0,68.0,70.0,61.0,69.0,59.0,61.0
4525,67.0,47.0,51.0,68.0,64.0,205985,67.0,45.0,47.0,64.0,51.0,68.0,64.0,70.0,64.0,48.0,ST ,67.0,45.0,47.0,64.0,51.0,68.0,64.0,70.0,64.0,48.0,70.0
4526,70.0,64.0,68.0,68.0,71.0,209569,70.0,66.0,64.0,71.0,68.0,68.0,70.0,67.0,69.0,67.0,LM CDM CM CAM ,70.0,66.0,64.0,71.0,68.0,68.0,70.0,67.0,69.0,67.0,67.0
4527,70.0,52.0,56.0,69.0,65.0,225441,70.0,57.0,52.0,65.0,56.0,69.0,69.0,67.0,70.0,59.0,CAM ,70.0,57.0,52.0,65.0,56.0,69.0,69.0,67.0,70.0,59.0,67.0
4528,71.0,40.0,51.0,68.0,65.0,232097,71.0,49.0,40.0,65.0,51.0,68.0,70.0,62.0,70.0,53.0,LW RW CAM RM ,71.0,49.0,40.0,65.0,51.0,68.0,70.0,62.0,70.0,53.0,62.0
4529,,,,,,190113,,,,,,,,,,,GK ,,,,,,,,,,,
4530,66.0,68.0,68.0,66.0,66.0,193185,66.0,70.0,68.0,66.0,68.0,66.0,68.0,65.0,67.0,70.0,LB ,66.0,70.0,68.0,66.0,68.0,66.0,68.0,65.0,67.0,70.0,65.0
4531,70.0,45.0,50.0,70.0,63.0,193953,70.0,51.0,45.0,63.0,50.0,70.0,71.0,70.0,71.0,54.0,CM LM LW ,70.0,51.0,45.0,63.0,50.0,70.0,71.0,70.0,71.0,54.0,70.0
4532,69.0,40.0,45.0,70.0,60.0,232610,69.0,48.0,40.0,60.0,45.0,70.0,70.0,69.0,71.0,51.0,CF RM LM ,69.0,48.0,40.0,60.0,45.0,70.0,70.0,69.0,71.0,51.0,69.0
4533,58.0,70.0,68.0,57.0,61.0,182178,58.0,70.0,70.0,61.0,68.0,57.0,62.0,55.0,59.0,70.0,RB LB ,58.0,70.0,70.0,61.0,68.0,57.0,62.0,55.0,59.0,70.0,55.0
4534,55.0,70.0,68.0,52.0,61.0,204451,55.0,65.0,70.0,61.0,68.0,52.0,55.0,50.0,51.0,63.0,CB ,55.0,65.0,70.0,61.0,68.0,52.0,55.0,50.0,51.0,63.0,50.0
4535,62.0,71.0,70.0,61.0,65.0,207523,62.0,68.0,71.0,65.0,70.0,61.0,63.0,60.0,61.0,68.0,CDM ,62.0,68.0,71.0,65.0,70.0,61.0,63.0,60.0,61.0,68.0,60.0
4536,69.0,71.0,71.0,69.0,70.0,232099,69.0,69.0,71.0,70.0,71.0,69.0,69.0,70.0,68.0,69.0,CAM CDM CM ,69.0,69.0,71.0,70.0,71.0,69.0,69.0,70.0,68.0,69.0,70.0
4537,71.0,40.0,49.0,71.0,64.0,240035,71.0,44.0,40.0,64.0,49.0,71.0,69.0,68.0,70.0,48.0,CF ,71.0,44.0,40.0,64.0,49.0,71.0,69.0,68.0,70.0,48.0,68.0
4538,66.0,51.0,52.0,69.0,60.0,179875,66.0,51.0,51.0,60.0,52.0,69.0,65.0,70.0,67.0,53.0,LM ST ,66.0,51.0,51.0,60.0,52.0,69.0,65.0,70.0,67.0,53.0,70.0
4539,70.0,52.0,57.0,69.0,66.0,209828,70.0,55.0,52.0,66.0,57.0,69.0,69.0,68.0,70.0,58.0,CM CAM ,70.0,55.0,52.0,66.0,57.0,69.0,69.0,68.0,70.0,58.0,68.0
4540,58.0,69.0,67.0,56.0,61.0,214436,58.0,70.0,69.0,61.0,67.0,56.0,62.0,55.0,59.0,69.0,CB RB ,58.0,70.0,69.0,61.0,67.0,56.0,62.0,55.0,59.0,69.0,55.0
4541,65.0,70.0,70.0,66.0,68.0,227236,65.0,68.0,70.0,68.0,70.0,66.0,67.0,66.0,64.0,68.0,CM CDM ,65.0,68.0,70.0,68.0,70.0,66.0,67.0,66.0,64.0,68.0,66.0
4542,46.0,70.0,66.0,45.0,54.0,152741,46.0,63.0,70.0,54.0,66.0,45.0,48.0,48.0,44.0,61.0,CB ,46.0,63.0,70.0,54.0,66.0,45.0,48.0,48.0,44.0,61.0,48.0
4543,66.0,70.0,70.0,65.0,67.0,160165,66.0,69.0,70.0,67.0,70.0,65.0,64.0,65.0,64.0,69.0,RB CDM ,66.0,69.0,70.0,67.0,70.0,65.0,64.0,65.0,64.0,69.0,65.0
4544,69.0,63.0,65.0,69.0,67.0,237989,69.0,67.0,63.0,67.0,65.0,69.0,70.0,68.0,70.0,68.0,CM RB RM ,69.0,67.0,63.0,67.0,65.0,69.0,70.0,68.0,70.0,68.0,68.0
4545,41.0,70.0,62.0,41.0,47.0,213414,41.0,63.0,70.0,47.0,62.0,41.0,44.0,45.0,40.0,58.0,CB ,41.0,63.0,70.0,47.0,62.0,41.0,44.0,45.0,40.0,58.0,45.0
4546,63.0,69.0,68.0,63.0,64.0,219814,63.0,70.0,69.0,64.0,68.0,63.0,65.0,63.0,63.0,70.0,CM RB ,63.0,70.0,69.0,64.0,68.0,63.0,65.0,63.0,63.0,70.0,63.0
4547,71.0,52.0,56.0,71.0,66.0,224422,71.0,55.0,52.0,66.0,56.0,71.0,70.0,70.0,72.0,58.0,LM CAM ST RM ,71.0,55.0,52.0,66.0,56.0,71.0,70.0,70.0,72.0,58.0,70.0
4548,62.0,41.0,41.0,66.0,53.0,50598,62.0,43.0,41.0,53.0,41.0,66.0,61.0,70.0,65.0,45.0,ST ,62.0,43.0,41.0,53.0,41.0,66.0,61.0,70.0,65.0,45.0,70.0
4549,70.0,49.0,55.0,70.0,64.0,201895,70.0,56.0,49.0,64.0,55.0,70.0,70.0,67.0,71.0,58.0,LW CM LM ,70.0,56.0,49.0,64.0,55.0,70.0,70.0,67.0,71.0,58.0,67.0
4550,,,,,,160167,,,,,,,,,,,GK ,,,,,,,,,,,
4551,68.0,49.0,53.0,69.0,64.0,162471,68.0,54.0,49.0,64.0,53.0,69.0,68.0,70.0,68.0,56.0,ST ,68.0,54.0,49.0,64.0,53.0,69.0,68.0,70.0,68.0,56.0,70.0
4552,66.0,70.0,71.0,66.0,70.0,199848,66.0,68.0,70.0,70.0,71.0,66.0,65.0,64.0,63.0,68.0,CDM CM ,66.0,68.0,70.0,70.0,71.0,66.0,65.0,64.0,63.0,68.0,64.0
4553,54.0,70.0,64.0,54.0,55.0,138920,54.0,65.0,70.0,55.0,64.0,54.0,55.0,55.0,55.0,63.0,RB CB ,54.0,65.0,70.0,55.0,64.0,54.0,55.0,55.0,55.0,63.0,55.0
4554,64.0,69.0,68.0,64.0,64.0,203177,64.0,70.0,69.0,64.0,68.0,64.0,67.0,62.0,66.0,70.0,RWB RB ,64.0,70.0,69.0,64.0,68.0,64.0,67.0,62.0,66.0,70.0,62.0
4555,68.0,37.0,44.0,69.0,62.0,140201,68.0,40.0,37.0,62.0,44.0,69.0,64.0,70.0,66.0,43.0,CAM ST ,68.0,40.0,37.0,62.0,44.0,69.0,64.0,70.0,66.0,43.0,70.0
4556,63.0,65.0,66.0,63.0,64.0,159913,63.0,70.0,65.0,64.0,66.0,63.0,66.0,61.0,65.0,70.0,LB ,63.0,70.0,65.0,64.0,66.0,63.0,66.0,61.0,65.0,70.0,61.0
4557,66.0,67.0,66.0,68.0,65.0,190633,66.0,70.0,67.0,65.0,66.0,68.0,69.0,68.0,69.0,70.0,RB ,66.0,70.0,67.0,65.0,66.0,68.0,69.0,68.0,69.0,70.0,68.0
4558,69.0,47.0,53.0,71.0,65.0,202154,69.0,53.0,47.0,65.0,53.0,71.0,69.0,70.0,71.0,55.0,RM RW ST ,69.0,53.0,47.0,65.0,53.0,71.0,69.0,70.0,71.0,55.0,70.0
4559,68.0,68.0,70.0,67.0,70.0,206506,68.0,70.0,68.0,70.0,70.0,67.0,70.0,66.0,68.0,71.0,CDM ,68.0,70.0,68.0,70.0,70.0,67.0,70.0,66.0,68.0,71.0,66.0
4560,,,,,,160170,,,,,,,,,,,GK ,,,,,,,,,,,
4561,70.0,38.0,47.0,70.0,63.0,192938,70.0,47.0,38.0,63.0,47.0,70.0,70.0,68.0,72.0,51.0,CAM LM ,70.0,47.0,38.0,63.0,47.0,70.0,70.0,68.0,72.0,51.0,68.0
4562,,,,,,199339,,,,,,,,,,,GK ,,,,,,,,,,,
4563,63.0,43.0,45.0,66.0,57.0,136363,63.0,44.0,43.0,57.0,45.0,66.0,63.0,70.0,64.0,46.0,ST ,63.0,44.0,43.0,57.0,45.0,66.0,63.0,70.0,64.0,46.0,70.0
4564,64.0,70.0,68.0,64.0,65.0,200108,64.0,70.0,70.0,65.0,68.0,64.0,66.0,62.0,65.0,69.0,CB LB ,64.0,70.0,70.0,65.0,68.0,64.0,66.0,62.0,65.0,69.0,62.0
4565,70.0,63.0,68.0,68.0,69.0,218540,70.0,70.0,63.0,69.0,68.0,68.0,71.0,63.0,70.0,72.0,LB ,70.0,70.0,63.0,69.0,68.0,68.0,71.0,63.0,70.0,72.0,63.0
4566,65.0,67.0,67.0,65.0,65.0,160172,65.0,70.0,67.0,65.0,67.0,65.0,67.0,63.0,67.0,71.0,LB ,65.0,70.0,67.0,65.0,67.0,65.0,67.0,63.0,67.0,71.0,63.0
4567,51.0,70.0,68.0,49.0,59.0,188844,51.0,66.0,70.0,59.0,68.0,49.0,53.0,50.0,49.0,64.0,CB ,51.0,66.0,70.0,59.0,68.0,49.0,53.0,50.0,49.0,64.0,50.0
4568,56.0,71.0,67.0,56.0,58.0,160173,56.0,70.0,71.0,58.0,67.0,56.0,59.0,57.0,57.0,68.0,RB ,56.0,70.0,71.0,58.0,67.0,56.0,59.0,57.0,57.0,68.0,57.0
4569,70.0,46.0,54.0,70.0,64.0,229037,70.0,54.0,46.0,64.0,54.0,70.0,70.0,66.0,71.0,58.0,ST LM ,70.0,54.0,46.0,64.0,54.0,70.0,70.0,66.0,71.0,58.0,66.0
4570,62.0,70.0,68.0,61.0,65.0,207790,62.0,68.0,70.0,65.0,68.0,61.0,63.0,60.0,62.0,68.0,CM CDM CB ,62.0,68.0,70.0,65.0,68.0,61.0,63.0,60.0,62.0,68.0,60.0
4571,64.0,67.0,70.0,62.0,68.0,229038,64.0,66.0,67.0,68.0,70.0,62.0,64.0,58.0,62.0,67.0,CM CDM ,64.0,66.0,67.0,68.0,70.0,62.0,64.0,58.0,62.0,67.0,58.0
4572,,,,,,230319,,,,,,,,,,,GK ,,,,,,,,,,,
4573,60.0,68.0,68.0,58.0,63.0,201136,60.0,70.0,68.0,63.0,68.0,58.0,65.0,55.0,61.0,70.0,RWB RB ,60.0,70.0,68.0,63.0,68.0,58.0,65.0,55.0,61.0,70.0,55.0
4574,58.0,70.0,69.0,56.0,62.0,202416,58.0,70.0,70.0,62.0,69.0,56.0,60.0,53.0,57.0,69.0,CB ,58.0,70.0,70.0,62.0,69.0,56.0,60.0,53.0,57.0,69.0,53.0
4575,45.0,70.0,62.0,46.0,50.0,215216,45.0,66.0,70.0,50.0,62.0,46.0,49.0,51.0,48.0,64.0,RB CB ,45.0,66.0,70.0,50.0,62.0,46.0,49.0,51.0,48.0,64.0,51.0
4576,45.0,70.0,64.0,45.0,51.0,223920,45.0,63.0,70.0,51.0,64.0,45.0,47.0,48.0,44.0,60.0,CB ,45.0,63.0,70.0,51.0,64.0,45.0,47.0,48.0,44.0,60.0,48.0
4577,64.0,68.0,69.0,64.0,66.0,231600,64.0,70.0,68.0,66.0,69.0,64.0,66.0,64.0,64.0,70.0,RB ,64.0,70.0,68.0,66.0,69.0,64.0,66.0,64.0,64.0,70.0,64.0
4578,68.0,44.0,53.0,69.0,63.0,200113,68.0,54.0,44.0,63.0,53.0,69.0,71.0,65.0,71.0,58.0,ST RM LW ,68.0,54.0,44.0,63.0,53.0,69.0,71.0,65.0,71.0,58.0,65.0
4579,61.0,68.0,70.0,57.0,65.0,212401,61.0,70.0,68.0,65.0,70.0,57.0,64.0,52.0,60.0,70.0,RB ,61.0,70.0,68.0,65.0,70.0,57.0,64.0,52.0,60.0,70.0,52.0
4580,60.0,69.0,67.0,59.0,62.0,214193,60.0,70.0,69.0,62.0,67.0,59.0,64.0,56.0,61.0,70.0,LB ,60.0,70.0,69.0,62.0,67.0,59.0,64.0,56.0,61.0,70.0,56.0
4581,71.0,43.0,51.0,71.0,66.0,179633,71.0,51.0,43.0,66.0,51.0,71.0,70.0,68.0,71.0,55.0,CF LM ,71.0,51.0,43.0,66.0,51.0,71.0,70.0,68.0,71.0,55.0,68.0
4582,65.0,42.0,46.0,67.0,59.0,205234,65.0,45.0,42.0,59.0,46.0,67.0,65.0,70.0,65.0,48.0,ST ,65.0,45.0,42.0,59.0,46.0,67.0,65.0,70.0,65.0,48.0,70.0
4583,,,,,,142258,,,,,,,,,,,GK ,,,,,,,,,,,
4584,70.0,72.0,71.0,71.0,70.0,211378,70.0,71.0,72.0,70.0,71.0,71.0,70.0,71.0,70.0,71.0,CM ,70.0,71.0,72.0,70.0,71.0,71.0,70.0,71.0,70.0,71.0,71.0
4585,69.0,47.0,52.0,70.0,64.0,216498,69.0,50.0,47.0,64.0,52.0,70.0,69.0,70.0,70.0,53.0,LM RM ST ,69.0,50.0,47.0,64.0,52.0,70.0,69.0,70.0,70.0,53.0,70.0
4586,70.0,65.0,68.0,68.0,70.0,223922,70.0,65.0,65.0,70.0,68.0,68.0,68.0,67.0,68.0,65.0,CDM CM ,70.0,65.0,65.0,70.0,68.0,68.0,68.0,67.0,68.0,65.0,67.0
4587,69.0,41.0,51.0,69.0,64.0,229298,69.0,50.0,41.0,64.0,51.0,69.0,70.0,66.0,70.0,54.0,CAM RM LM ,69.0,50.0,41.0,64.0,51.0,69.0,70.0,66.0,70.0,54.0,66.0
4588,67.0,66.0,69.0,66.0,69.0,236466,67.0,70.0,66.0,69.0,69.0,66.0,70.0,61.0,68.0,71.0,RM RB ,67.0,70.0,66.0,69.0,69.0,66.0,70.0,61.0,68.0,71.0,61.0
4589,70.0,58.0,63.0,69.0,70.0,171954,70.0,60.0,58.0,70.0,63.0,69.0,69.0,66.0,69.0,63.0,CAM CDM CM ,70.0,60.0,58.0,70.0,63.0,69.0,69.0,66.0,69.0,63.0,66.0
4590,67.0,44.0,48.0,69.0,61.0,203699,67.0,49.0,44.0,61.0,48.0,69.0,68.0,70.0,69.0,53.0,ST ,67.0,49.0,44.0,61.0,48.0,69.0,68.0,70.0,69.0,53.0,70.0
4591,56.0,70.0,68.0,53.0,60.0,221619,56.0,65.0,70.0,60.0,68.0,53.0,56.0,51.0,54.0,64.0,CB ,56.0,65.0,70.0,60.0,68.0,53.0,56.0,51.0,54.0,64.0,51.0
4592,41.0,70.0,62.0,41.0,48.0,222643,41.0,63.0,70.0,48.0,62.0,41.0,43.0,46.0,40.0,60.0,RB CB ,41.0,63.0,70.0,48.0,62.0,41.0,43.0,46.0,40.0,60.0,46.0
4593,,,,,,183475,,,,,,,,,,,GK ,,,,,,,,,,,
4594,62.0,66.0,68.0,61.0,64.0,183987,62.0,70.0,66.0,64.0,68.0,61.0,66.0,57.0,64.0,70.0,CM CDM RB ,62.0,70.0,66.0,64.0,68.0,61.0,66.0,57.0,64.0,70.0,57.0
4595,57.0,73.0,70.0,56.0,62.0,201908,57.0,70.0,73.0,62.0,70.0,56.0,60.0,54.0,57.0,68.0,CB RB ,57.0,70.0,73.0,62.0,70.0,56.0,60.0,54.0,57.0,68.0,54.0
4596,70.0,63.0,67.0,70.0,70.0,222644,70.0,66.0,63.0,70.0,67.0,70.0,70.0,67.0,70.0,68.0,RM LM ,70.0,66.0,63.0,70.0,67.0,70.0,70.0,67.0,70.0,68.0,67.0
4597,69.0,68.0,70.0,69.0,71.0,227508,69.0,68.0,68.0,71.0,70.0,69.0,67.0,68.0,67.0,68.0,CAM CDM ,69.0,68.0,68.0,71.0,70.0,69.0,67.0,68.0,67.0,68.0,68.0
4598,68.0,46.0,53.0,69.0,62.0,199861,68.0,58.0,46.0,62.0,53.0,69.0,70.0,66.0,70.0,60.0,RM LM ,68.0,58.0,46.0,62.0,53.0,69.0,70.0,66.0,70.0,60.0,66.0
4599,67.0,69.0,70.0,66.0,68.0,204213,67.0,70.0,69.0,68.0,70.0,66.0,68.0,65.0,67.0,70.0,LM LB ,67.0,70.0,69.0,68.0,70.0,66.0,68.0,65.0,67.0,70.0,65.0
4600,67.0,67.0,69.0,66.0,68.0,240309,67.0,70.0,67.0,68.0,69.0,66.0,68.0,63.0,67.0,71.0,LB ,67.0,70.0,67.0,68.0,69.0,66.0,68.0,63.0,67.0,71.0,63.0
4601,64.0,70.0,69.0,63.0,66.0,168630,64.0,70.0,70.0,66.0,69.0,63.0,65.0,61.0,64.0,70.0,RB LB ,64.0,70.0,70.0,66.0,69.0,63.0,65.0,61.0,64.0,70.0,61.0
4602,68.0,56.0,58.0,68.0,64.0,204215,68.0,61.0,56.0,64.0,58.0,68.0,70.0,66.0,69.0,63.0,LW LB LM ,68.0,61.0,56.0,64.0,58.0,68.0,70.0,66.0,69.0,63.0,66.0
4603,,,,,,215223,,,,,,,,,,,GK ,,,,,,,,,,,
4604,56.0,69.0,68.0,56.0,59.0,234935,56.0,70.0,69.0,59.0,68.0,56.0,62.0,55.0,59.0,70.0,LB ,56.0,70.0,69.0,59.0,68.0,56.0,62.0,55.0,59.0,70.0,55.0
4605,65.0,65.0,67.0,65.0,65.0,186551,65.0,70.0,65.0,65.0,67.0,65.0,68.0,61.0,67.0,71.0,RB ,65.0,70.0,65.0,65.0,67.0,65.0,68.0,61.0,67.0,71.0,61.0
4606,66.0,69.0,69.0,65.0,66.0,198840,66.0,70.0,69.0,66.0,69.0,65.0,67.0,62.0,66.0,70.0,LM LB ,66.0,70.0,69.0,66.0,69.0,65.0,67.0,62.0,66.0,70.0,62.0
4607,62.0,68.0,68.0,61.0,64.0,173752,62.0,70.0,68.0,64.0,68.0,61.0,65.0,60.0,63.0,70.0,RWB RB ,62.0,70.0,68.0,64.0,68.0,61.0,65.0,60.0,63.0,70.0,60.0
4608,70.0,65.0,69.0,69.0,70.0,188600,70.0,64.0,65.0,70.0,69.0,69.0,69.0,67.0,69.0,66.0,CDM CM ,70.0,64.0,65.0,70.0,69.0,69.0,69.0,67.0,69.0,66.0,67.0
4609,70.0,43.0,54.0,68.0,66.0,214201,70.0,56.0,43.0,66.0,54.0,68.0,71.0,62.0,70.0,60.0,LM CAM ,70.0,56.0,43.0,66.0,54.0,68.0,71.0,62.0,70.0,60.0,62.0
4610,65.0,69.0,70.0,65.0,66.0,165561,65.0,70.0,69.0,66.0,70.0,65.0,67.0,63.0,66.0,71.0,RB LB ,65.0,70.0,69.0,66.0,70.0,65.0,67.0,63.0,66.0,71.0,63.0
4611,68.0,60.0,66.0,66.0,70.0,191673,68.0,60.0,60.0,70.0,66.0,66.0,65.0,64.0,65.0,62.0,CDM CM ,68.0,60.0,60.0,70.0,66.0,66.0,65.0,64.0,65.0,62.0,64.0
4612,67.0,61.0,66.0,66.0,66.0,198843,67.0,68.0,61.0,66.0,66.0,66.0,70.0,62.0,69.0,70.0,RWB LWB ,67.0,68.0,61.0,66.0,66.0,66.0,70.0,62.0,69.0,70.0,62.0
4613,70.0,45.0,54.0,69.0,66.0,210363,70.0,51.0,45.0,66.0,54.0,69.0,69.0,65.0,70.0,55.0,LM CAM ,70.0,51.0,45.0,66.0,54.0,69.0,69.0,65.0,70.0,55.0,65.0
4614,70.0,48.0,55.0,70.0,66.0,219835,70.0,54.0,48.0,66.0,55.0,70.0,68.0,67.0,69.0,56.0,RM LM CAM ,70.0,54.0,48.0,66.0,55.0,70.0,68.0,67.0,69.0,56.0,67.0
4615,69.0,54.0,56.0,70.0,63.0,190907,69.0,58.0,54.0,63.0,56.0,70.0,70.0,68.0,71.0,60.0,ST CAM LM RM ,69.0,58.0,54.0,63.0,56.0,70.0,70.0,68.0,71.0,60.0,68.0
4616,,,,,,230332,,,,,,,,,,,GK ,,,,,,,,,,,
4617,66.0,38.0,43.0,69.0,59.0,231868,66.0,43.0,38.0,59.0,43.0,69.0,65.0,70.0,67.0,46.0,ST ,66.0,43.0,38.0,59.0,43.0,69.0,65.0,70.0,67.0,46.0,70.0
4618,65.0,49.0,49.0,67.0,59.0,166844,65.0,49.0,49.0,59.0,49.0,67.0,64.0,70.0,66.0,51.0,LM ST ,65.0,49.0,49.0,59.0,49.0,67.0,64.0,70.0,66.0,51.0,70.0
4619,61.0,69.0,70.0,59.0,65.0,178108,61.0,66.0,69.0,65.0,70.0,59.0,60.0,59.0,58.0,65.0,CM CDM ,61.0,66.0,69.0,65.0,70.0,59.0,60.0,59.0,58.0,65.0,59.0
4620,69.0,56.0,58.0,70.0,64.0,186812,69.0,59.0,56.0,64.0,58.0,70.0,71.0,70.0,71.0,61.0,ST RW ,69.0,59.0,56.0,64.0,58.0,70.0,71.0,70.0,71.0,61.0,70.0
4621,64.0,69.0,68.0,64.0,65.0,202429,64.0,70.0,69.0,65.0,68.0,64.0,68.0,61.0,66.0,71.0,RB ,64.0,70.0,69.0,65.0,68.0,64.0,68.0,61.0,66.0,71.0,61.0
4622,65.0,68.0,68.0,64.0,66.0,206269,65.0,70.0,68.0,66.0,68.0,64.0,67.0,61.0,65.0,71.0,RB ,65.0,70.0,68.0,66.0,68.0,64.0,67.0,61.0,65.0,71.0,61.0
4623,54.0,70.0,67.0,54.0,59.0,220093,54.0,70.0,70.0,59.0,67.0,54.0,60.0,55.0,57.0,70.0,RB ,54.0,70.0,70.0,59.0,67.0,54.0,60.0,55.0,57.0,70.0,55.0
4624,64.0,70.0,70.0,62.0,67.0,221885,64.0,68.0,70.0,67.0,70.0,62.0,64.0,61.0,62.0,67.0,RB CDM ,64.0,68.0,70.0,67.0,70.0,62.0,64.0,61.0,62.0,67.0,61.0
4625,65.0,72.0,70.0,65.0,66.0,229053,65.0,68.0,72.0,66.0,70.0,65.0,64.0,64.0,63.0,68.0,CDM ,65.0,68.0,72.0,66.0,70.0,65.0,64.0,64.0,63.0,68.0,64.0
4626,60.0,70.0,70.0,59.0,65.0,126909,60.0,66.0,70.0,65.0,70.0,59.0,60.0,59.0,58.0,66.0,CDM ,60.0,66.0,70.0,65.0,70.0,59.0,60.0,59.0,58.0,66.0,59.0
4627,46.0,70.0,62.0,47.0,50.0,223422,46.0,62.0,70.0,50.0,62.0,47.0,47.0,49.0,46.0,59.0,CB ,46.0,62.0,70.0,50.0,62.0,47.0,47.0,49.0,46.0,59.0,49.0
4628,46.0,70.0,63.0,44.0,50.0,189118,46.0,64.0,70.0,50.0,63.0,44.0,48.0,45.0,46.0,61.0,CB ,46.0,64.0,70.0,50.0,63.0,44.0,48.0,45.0,46.0,61.0,45.0
4629,,,,,,199103,,,,,,,,,,,GK ,,,,,,,,,,,
4630,68.0,61.0,68.0,64.0,70.0,208063,68.0,64.0,61.0,70.0,68.0,64.0,67.0,60.0,65.0,66.0,CDM CM ,68.0,64.0,61.0,70.0,68.0,64.0,67.0,60.0,65.0,66.0,60.0
4631,69.0,63.0,69.0,69.0,71.0,207553,69.0,66.0,63.0,71.0,69.0,69.0,70.0,67.0,69.0,68.0,CM RM ,69.0,66.0,63.0,71.0,69.0,69.0,70.0,67.0,69.0,68.0,67.0
4632,60.0,68.0,66.0,59.0,62.0,210625,60.0,70.0,68.0,62.0,66.0,59.0,65.0,56.0,61.0,69.0,RB ,60.0,70.0,68.0,62.0,66.0,59.0,65.0,56.0,61.0,69.0,56.0
4633,,,,,,158657,,,,,,,,,,,GK ,,,,,,,,,,,
4634,46.0,70.0,64.0,46.0,53.0,182209,46.0,62.0,70.0,53.0,64.0,46.0,47.0,49.0,44.0,60.0,CB ,46.0,62.0,70.0,53.0,64.0,46.0,47.0,49.0,44.0,60.0,49.0
4635,50.0,70.0,65.0,49.0,54.0,186817,50.0,64.0,70.0,54.0,65.0,49.0,51.0,51.0,49.0,62.0,CB ,50.0,64.0,70.0,54.0,65.0,49.0,51.0,51.0,49.0,62.0,51.0
4636,69.0,45.0,50.0,69.0,62.0,216258,69.0,53.0,45.0,62.0,50.0,69.0,70.0,67.0,70.0,56.0,ST CAM LM RM ,69.0,53.0,45.0,62.0,50.0,69.0,70.0,67.0,70.0,56.0,67.0
4637,69.0,53.0,60.0,69.0,68.0,203971,69.0,58.0,53.0,68.0,60.0,69.0,70.0,66.0,69.0,61.0,LM ,69.0,58.0,53.0,68.0,60.0,69.0,70.0,66.0,69.0,61.0,66.0
4638,63.0,46.0,47.0,67.0,58.0,204227,63.0,46.0,46.0,58.0,47.0,67.0,63.0,70.0,65.0,49.0,ST ,63.0,46.0,46.0,58.0,47.0,67.0,63.0,70.0,65.0,49.0,70.0
4639,60.0,70.0,68.0,59.0,62.0,212419,60.0,70.0,70.0,62.0,68.0,59.0,64.0,56.0,62.0,70.0,CB LB ,60.0,70.0,70.0,62.0,68.0,59.0,64.0,56.0,62.0,70.0,56.0
4640,55.0,70.0,67.0,55.0,59.0,18115,55.0,66.0,70.0,59.0,67.0,55.0,56.0,56.0,54.0,65.0,CB ,55.0,66.0,70.0,59.0,67.0,55.0,56.0,56.0,54.0,65.0,56.0
4641,70.0,61.0,65.0,69.0,69.0,192451,70.0,65.0,61.0,69.0,65.0,69.0,71.0,68.0,70.0,66.0,CM LM CAM ,70.0,65.0,61.0,69.0,65.0,69.0,71.0,68.0,70.0,66.0,68.0
4642,40.0,70.0,60.0,39.0,46.0,138181,40.0,56.0,70.0,46.0,60.0,39.0,39.0,44.0,37.0,53.0,CB ,40.0,56.0,70.0,46.0,60.0,39.0,39.0,44.0,37.0,53.0,44.0
4643,70.0,37.0,46.0,68.0,63.0,213445,70.0,46.0,37.0,63.0,46.0,68.0,68.0,64.0,70.0,50.0,LM RM CAM ,70.0,46.0,37.0,63.0,46.0,68.0,68.0,64.0,70.0,50.0,64.0
4644,63.0,66.0,68.0,61.0,66.0,160197,63.0,70.0,66.0,66.0,68.0,61.0,67.0,58.0,64.0,71.0,LB ,63.0,70.0,66.0,66.0,68.0,61.0,67.0,58.0,64.0,71.0,58.0
4645,48.0,70.0,64.0,49.0,53.0,161733,48.0,62.0,70.0,53.0,64.0,49.0,49.0,54.0,47.0,60.0,LB CB ,48.0,62.0,70.0,53.0,64.0,49.0,49.0,54.0,47.0,60.0,54.0
4646,69.0,41.0,48.0,70.0,62.0,234949,69.0,53.0,41.0,62.0,48.0,70.0,70.0,67.0,71.0,56.0,LM CAM RM ,69.0,53.0,41.0,62.0,48.0,70.0,70.0,67.0,71.0,56.0,67.0
4647,65.0,67.0,67.0,65.0,66.0,178117,65.0,70.0,67.0,66.0,67.0,65.0,68.0,64.0,66.0,70.0,RB ,65.0,70.0,67.0,66.0,67.0,65.0,68.0,64.0,66.0,70.0,64.0
